,x,y
0,50.781278988485866,85.11868606730606
1,53.70171565377052,86.66952823985257
2,48.99152095302168,86.45360996303195
3,48.231910363296414,85.65907036551279
4,44.17183068773289,85.31962574191131
5,46.26899335615483,85.07516045802718
6,37.310158667770274,82.76957053986641
7,36.329116920070064,79.82307376686886
8,33.085369332953576,80.39619080364606
9,29.577401406842323,77.95271270653951
10,22.052413303227738,68.70543102455352
11,19.67925573035889,64.92445476351268
12,20.869879307365657,61.48567983383334
13,17.41898856906154,59.29392657311726
14,19.246314563688387,53.027657967376854
15,36.48004583665549,53.545997089896225
16,37.433982451639814,51.95222464145335
17,36.268170458709335,55.67732503318259
18,39.52282978891957,55.42624704810448
19,39.64104462982208,60.400058368868095
20,41.05819900965033,59.16726668516583
21,46.888217741948715,62.54036386100146
22,52.620429711694854,66.98196896568169
23,62.16112583004257,62.67388176219403
24,60.68829550329766,64.91016549489774
25,60.61026087651156,65.46770969169657
26,59.303241999862024,64.24106428368351
27,60.10852085132668,66.46553567290115
28,60.68844920115491,64.41271982930508
29,53.9731451178255,67.3635960447803
30,38.06159925629169,39.04171503679429
31,46.532650190284215,32.79632242227689
32,42.92500022855354,35.81587377561542
33,41.51665728326885,33.19802684650659
34,45.481015698864226,34.44574302230097
35,41.82243424404556,32.327946936064606
36,46.25683539843468,31.802595728194184
37,40.043271672202685,36.29062757542768
38,37.67675490753504,39.302649241014564
39,37.53531302851703,39.069359766528535
40,38.279017793820415,45.68311771373586
41,36.443895510721454,48.84273966477881
42,36.249043366745354,52.568506474795626
43,37.540829198191325,40.810774553951646
44,22.118831205197406,27.33373877314369
45,24.043643476080657,25.741963533196248
46,27.451742517605986,23.49069881625171
47,29.8829872461619,20.412614258755696
48,45.23122676160887,32.268732648058034
49,49.719063900916325,32.42733477928722
50,47.91232674558879,32.49777729676832
51,52.459503409569415,31.769977835823262
52,52.851713160477075,31.61671406591772
53,49.79842395398787,28.735077093105453
54,50.90076284912369,32.03642762930827
55,66.9485862283952,33.90402134976254
56,71.13924126572807,47.00162935469224
57,71.29232712668286,46.69726362432416
58,71.3684514448336,47.13696449233062
59,71.39251738616147,44.761731104423475
60,69.91510655388983,57.976458583225515
61,68.94335716736491,58.196989860390865
62,68.21006063738812,59.79118613745409
63,62.23224090599786,65.21637001942067
64,48.02692039821105,86.25811224533811
65,48.12524915657142,86.08764789957202
66,48.309634991199516,85.54712978933695
67,54.429260791467435,86.33787144354942
68,53.32996313229056,85.99104256925091
69,51.99994716562729,86.58262186118492
70,56.06497808402214,85.67308853648217
71,53.31305780735697,86.16821333030028
72,49.605534945950176,85.77879963048795
73,46.24189489813739,85.23394361644742
74,46.48427052345233,85.77326353677185
75,37.06065305683203,56.084829656073154
76,23.08555854971481,68.76009029968937
77,36.81384942433242,57.4558689509567
78,57.481120661589166,86.37809324325121
79,59.00589585274793,85.45381513201316
80,60.29296553257851,86.32364123131366
81,62.14184294693917,85.51381568617613
82,67.6855749143433,84.14103234387814
83,67.4815184230846,82.35692963261475
84,71.37620515662393,82.30149096344026
85,72.67567085810511,80.23719758803492
86,75.35096698826088,79.03213440402733
87,73.60668374341458,79.78107336577837
88,81.379988273962,72.31830581402107
89,85.94143511753171,69.47559027824965
90,90.5420422502812,59.83164386919913
91,89.79610727359689,54.48850602227946
92,92.46106048539262,50.32158007258435
93,90.2460559115233,45.61775857534457
94,89.4882861892638,47.34425356969123
95,90.85252178615683,40.13433753167553
96,90.8259516293397,40.99439495555886
97,89.7230418863975,38.46851130834032
98,61.97923975966285,32.44302058556311
99,60.34087780454457,32.21201263850971
100,60.094271719404986,31.693277978204158
101,63.88708421422763,30.804335583401652
102,62.92353516547203,30.664972051668663
103,56.224318599745814,28.25982990975158
104,75.10029883941338,18.338690114937226
105,73.77459631972602,17.482145774862666
106,70.21837143835951,16.632420060364016
107,68.6229451705217,14.754023134204104
108,62.04623727944233,11.392161923174292
109,62.97215984929161,13.035228068916037
110,62.077473817648844,12.238409073735015
111,59.09325621000204,10.682264976462081
112,52.47974786202604,10.874545882310677
113,51.5692727493211,10.619844772858105
114,46.61294252482044,9.865643637542492
115,42.48805651873819,13.370565164826061
116,44.52270386644029,10.223917220655272
117,50.677822930898266,10.869081374083313
118,57.345298414535165,11.293264239417438
119,59.00166611872934,9.272087691569618
120,54.36956869628694,12.312810872992442
121,47.27494766559177,10.23388043454005
122,46.50297810431345,12.16535225604446
123,47.566448435749976,10.36580914372919
124,50.85007157676924,9.994704231453285
125,53.8040621369517,11.808486999617989
126,58.16941582768987,9.48088305830239
127,58.6551721490016,9.626488763818086
128,62.89799195895273,11.09275078586024
129,65.88076908954291,13.418036228416456
130,67.15430275322598,14.782488010589208
131,72.11745732746095,14.687973181144832
132,71.62510483207939,13.286639214715152
133,64.22150304144773,11.418590752479025
134,62.8598836918347,10.228140260572333
135,64.8144898070596,12.628238635550613
136,32.109386942517936,20.064017060444087
137,45.94764452247335,33.35542967877908
138,92.1075199562798,43.06493000908633
139,52.01054352555353,85.97028137920421
140,52.3012685862299,86.37689617001062
141,51.65119700146097,85.37657574488254
